ID,chunk,transcript,anger,disgust,fear,joy,sadness,analytical,confident,tentative,openess,conscientiousness,extraversion,agreeableness,emotional_range
859,4,staff will provide the capacity for prison officers to play a dedicated officer role and build constructive relationships with prisoners reduce levels of frustration and ultimately reduce levels of violence.,0.02,0,0.02,0.02,0.1,0,0,0,0.67,0.58,0.6,0.62,0.66
600,1, The Government publishes quarterly statistics on deaths in custody including their apparent causes. Those and the latest annual figures can be viewed on gov.uk.   Figures on the,0,0,0.12,0.02,0.18,0,0,0,0.7,0.52,0.67,0.62,0.65
869,2,commitment from the 2010 election we invested an extra <a3>6.25 billion in schools through the pupil premium from 2011-12 to 2014-15 to help raise the attainment of disadvantaged pupils including,0,0,0.02,0.04,0.07,0,0,0,0.05,0.64,0.26,0.62,0.65
363,9,between schools and specialist mental health services to ensure students have timely access to appropriate specialist support where needed.   To increase this specialist support the Government is providing,0,0,0.02,0.03,0.04,0,0,0,0.29,0.44,0.6,0.62,0.64
792,2,Judiciary and legal services sector will continue after we leave the EU and we will build on this to make the most of the opportunities of post-Brexit global Britain. We,0,0,0.01,0.04,0.08,0,0,0,0.26,0.8,0.57,0.62,0.62
598,1, The Government Legal Department (GLD) is acting for the Ministry of Justice in relation to these cases. GLD is planning to meet the steering group committee next month although,0.01,0,0,0.04,0.04,0,0,0,0.77,0.9,0.79,0.62,0.61
365,7,a partial relock will be needed incurring a lower cost.</li><li>Numbers of re-locks of private sector prisons are included in the above but costs of re-locks at private sector prisons are,0.01,0,0.05,0.02,0.08,0,0,0,0.74,0.55,0.67,0.62,0.61
264,7,9294 8947 8249 8748 8017 8026 .. 6533</tr> Black/ African/ Caribbean/ Black British 15664 15635 15033 15585 13745 11941 12263 10568 9773 .. 8316</tr> Other ethnic group 1657 1875 2047,0,0,0.03,0.04,0.02,0,0,0,0.36,0.36,0.67,0.62,0.6
362,3,for training single points of contact in schools and specialist mental health services to ensure that children and young people have timely access to specialist support where needed.,0,0,0.02,0.02,0.1,0,0,0,0.21,0.51,0.54,0.62,0.6
284,2,in any incidents this year where national resources were deployed.,0.02,0.05,0.03,0.07,0.17,0,0,0,0.53,0.33,0.82,0.62,0.58
260,2,communities.   Her Majesty's Inspectorate of Constabulary have included a report on the police contribution to local IOM arrangements in their PEEL inspections of police forces' effectiveness efficiency and,0.01,0,0.07,0.03,0.04,0,0,0,0.67,0.69,0.82,0.62,0.57
640,4,new dedicated prison officer role. ,0.11,0.27,0.05,0.04,0.22,0,0,0,0.4,0.29,0.6,0.62,0.55
952,46,    1 1         2</tr> Low Newton 1            ,0,0,0.03,0.03,0.06,0,0,0,0.14,0.3,0.56,0.62,0.55
112,4,pupils known to be eligible for and claiming free school meals</tr> 2010 1423 12.1</tr> 2011 1420 12.0</tr> 2012 1362 11.8</tr> 2013 1395 12.3</tr> 2014 1354 12.1</tr> 2015 1253 11.1</tr></tbody></table> Source:,0,0,0.01,0.03,0.01,0,0,0,0.1,0.33,0.49,0.62,0.55
328,4,be obtained at disproportionate cost.,0.07,0.03,0.04,0.06,0.08,0,0,0,0.25,0.34,0.33,0.62,0.55
506,2,be obtained at disproportionate cost.,0.07,0.03,0.04,0.06,0.08,0,0,0,0.25,0.34,0.33,0.62,0.55
390,1, Supporting offenders into meaningful employment is a vital aspect of our approach towards ensuring that those who have committed a crime provide an effective contribution towards society and break,0.01,0,0.03,0.03,0.03,0,0,0,0.92,0.63,0.79,0.62,0.52
296,9,</tr> <strong>ALL OFFENCES</strong> <strong>235</strong></tr> Violence against the person 51</tr> Sexual offences 2</tr> Robbery 69</tr> Theft offences 66</tr> Criminal damage and arson 3</tr> Drug offences 20</tr> Possession of weapons 9</tr> Public,0,0,0,0.03,0.01,0,0,0,0.12,0.39,0.48,0.62,0.52
952,4,also covers a wide range of circumstances including accidental fires. Although the Fire Service routinely attend fire incidents in prisons the majority are relatively minor in their nature. <strong> </strong><td,0,0,0,0.03,0.06,0,0,0,0.83,0.55,0.54,0.62,0.51
47,11,                      </tr> Community Rehabilitation Companies 2 12 18 25,0,0,0.01,0.05,0.04,0,0,0,0.1,0.33,0.5,0.62,0.5
710,5,  </tr> Convicted 6348 7371 8395</tr> Sentenced 6205 7083 8194</tr> Immediate custody 2237 2606 2989</tr> Suspended sentence 827 1068 1346</tr> Community sentence 1565 1524 1815</tr> Fine 848 1020 1137</tr>,0,0,0,0.03,0.01,0,0,0,0.18,0.3,0.53,0.62,0.49
970,5,active Judicial Office Holder's (JOHs) has oscillated between approximately 1800 and 2000 over the period in question.)</tr></tbody></table></tr></tbody></table>,0,0,0.03,0.04,0.01,0.07,0,0,0.11,0.57,0.52,0.62,0.49
296,10,order offences 2</tr> Miscellaneous crimes against society 5</tr> Fraud offences 5</tr> Summary non-motoring 2</tr> Summary motoring 1</tr> Offence not recorded 0</tr>    </tr></tbody></table>,0,0,0.01,0.03,0.01,0.02,0,0,0.14,0.36,0.5,0.62,0.49
42,2,are now rolling out a new <e4><f3><d6>Introduction to Suicide and Self-Harm Prevention' course comprising six modules including mental health awareness training. The course is provided as part of the entry,0,0,0.04,0.03,0.05,0,0,0,0.59,0.95,0.14,0.62,0.49
701,5,Outcome 2011 2012 2013 2014 2015</tr>            </tr> Found guilty - 1 1 1 8</tr> Sentenced - 1 1 1,0,0,0.01,0.04,0.01,0.06,0,0,0.18,0.3,0.53,0.62,0.48
710,6,"Absolute discharge 40 47 57</tr> Conditional discharge 469 532 624</tr> Otherwise dealt with 211 281 221</tr> Compensation 8 5 5</tr>        </tr><td colspan=\\4\\""> (1)""",0,0,0.01,0.03,0.01,0.03,0.39,0,0.15,0.33,0.52,0.62,0.48
449,3,the local Community Rehabilitation Company in Greater Manchester. ,0.01,0.01,0.02,0.42,0.06,0,0,0,0.12,0.28,0.53,0.62,0.46
302,3,be for the Welsh Government and Care and Social Services Inspectorate Wales to respond. Their contact address is Care and Social Services Inspectorate National Office Welsh Government office Rhydycar Business,0.01,0,0.01,0.03,0.05,0,0,0,0.19,0.43,0.85,0.62,0.44
532,4,Received</strong> <strong>Eligible for investigation</strong></tr> 2012-2013 30 5</tr> 2013-2014 23 13</tr> 2014-2015 21 7</tr> 2015-2016 29 15</tr> 2016-2017 12 7</tr></tbody></table>   <strong>3) </strong><strong>Complaints received relating to prisons by financial year</strong>,0,0,0,0.03,0,0,0,0,0.09,0.32,0.5,0.62,0.44
164,9,terms for Cumbria LA.<br /> DSG schools block per pupil funding 2013-2014 2014-2015 <br> 2015-2016</tr> <strong>Cumbria LA (cash)</strong> 4449 4449 4569</tr> <strong>Cumbria LA (real)*</strong> 4513 4449 4524</tr></tbody></table> *Real terms figures,0,0,0.01,0.03,0.01,0,0.18,0,0.05,0.39,0.49,0.62,0.43
794,7,from receipt in HMCTS to outcome for PIP<strong>[2]</strong> Appeals </strong></tr> <strong>Year<sup>3</sup></strong> <strong>Alyn and Deeside</strong>4</tr> 2013/145 9.8</tr> 2014/15 12.5</tr> 2015/16 17</tr> 2016/17 17</tr></tbody></table>   [1] Average Clearance Time - time,0,0,0,0.03,0,0,0,0,0.06,0.34,0.5,0.62,0.42
783,6,   [2] Providers not in the academies programme: Community School</tr> Community Special School</tr> Foundation School</tr> Foundation Special School</tr> Voluntary Aided School</tr> Voluntary Controlled School</tr></tbody></table>   ,0,0,0,0.08,0,0,0,0,0.02,0.4,0.32,0.62,0.42
318,4,guidance will inform any future policy.,0.01,0.01,0.03,0.06,0.09,0,0,0,0.62,0.29,0.55,0.62,0.4
952,29,8 5 13 46</tr> Glen Parva 1 4 3 5 3 1 7 5 6 3   5 43</tr> Grendon/Spring Hill 1     1  ,0,0,0.02,0.05,0.02,0,0,0,0.08,0.34,0.53,0.62,0.4
952,39,1</tr> Isis 1 2 2 1 4 2 1 1 5 3 4 5 31</tr> Isle of Wight         5 3  ,0,0,0.02,0.03,0.02,0,0,0,0.18,0.34,0.5,0.62,0.4
515,2,full records have not been kept: <strong>Assurance plan year</strong> <strong>Total trusts where instances of pupil ineligibility were identified</strong></tr> 1 July 2015 <e4><f3><f1> present <em>Currently underway therefore no information</em></tr> 1 July,0,0,0.01,0.04,0,0,0,0,0.02,0.69,0.25,0.62,0.4
125,8,and Adnexa 8</tr> Endocrine Nutritional and Metabolic Diseases 4</tr> Ear and Mastoid Process 9</tr> Symptoms Ill-Defined 627</tr>    </tr> Blank / Unknown<sup>3</sup> 220</tr> Total Cases 2978</tr></tbody></table> Notes: 1,0,0,0.01,0.03,0,0,0,0,0.13,0.4,0.45,0.62,0.39
532,3,1</tr> 2013-2014 0</tr> 2014-2015 1</tr> 2015-2016 2</tr> 2016-2017 4</tr> <strong>Total</strong> <strong>9</strong></tr></tbody></table>   <strong>2) </strong><strong>Complaints received by the PPO about racial equality issues by financial year</strong>   <strong>Year</strong> <strong>Complaints,0,0,0,0.03,0,0,0,0,0.08,0.34,0.5,0.62,0.38
692,6,on deaths in custody quarterly on gov.uk.,0.08,0.16,0.12,0.01,0.57,0,0,0,0.26,0.29,0.57,0.62,0.37
697,5,"  </tr> Immediate custody 48 49 74 59 33 42</tr> Custody rate 79% 84% 89% 75% 67% 79%</tr><td rowspan=\\4\\""> Gwent Sentenced 66 69 62 46 42 42</tr> <em>of which</em>""",0,0,0.01,0.03,0,0,0,0,0.12,0.33,0.5,0.62,0.37
697,24,"12% 16% 12% 12% 12%</tr><td rowspan=\\4\\""> Gwent Sentenced 3151 3402 2877 2161 2093 1798</tr> <em>of which</em>            </tr> Immediate custody""",0,0,0.01,0.03,0.01,0,0,0,0.11,0.32,0.5,0.62,0.36
697,25,"334 328 385 308 311 286</tr> Custody rate 11% 10% 13% 14% 15% 16%</tr><td rowspan=\\4\\""> South Wales Sentenced 8399 7624 6258 6434 6105 5952</tr> <em>of which</em>    """,0,0,0.01,0.03,0.01,0,0,0,0.07,0.33,0.5,0.62,0.36
695,3,to vote</tr> Corby Borough Council 3857</tr> Kettering Borough Council 2091</tr> Wellingborough Borough Council 2769</tr> England 1410710</tr></tbody></table> ,0,0.01,0.02,0.05,0,0.01,0,0,0.05,0.31,0.52,0.62,0.35
697,6,"           </tr> Immediate custody 45 51 51 37 35 29</tr> Custody rate 68% 74% 82% 80% 83% 69%</tr><td rowspan=\\4\\""> South""",0,0,0.01,0.03,0.01,0,0,0,0.14,0.31,0.51,0.62,0.35
624,17,"11  </tr> Unknown 127  </tr> <strong>Total Reported Incidents</strong> <strong>8813</strong>  </tr></tbody></table>  <td colspan=\\2\\""> <strong>Incidents of SIM card finds in prisons England and Wales 2016</strong>  </tr> """,0,0,0,0.03,0,0,0,0,0.08,0.35,0.48,0.62,0.35
47,32,9 2</tr> Kent Surrey &amp  Sussex 0 4 8 12 24 27 22 28 28 25 16</tr> Norfolk &amp  Suffolk 0 1 3 8 5 6 8 6,0,0,0.03,0.05,0.02,0,0,0,0.1,0.29,0.56,0.62,0.34
47,19,Surrey &amp  Sussex 0 0 0 1 2 2 6 3 6 6 6</tr> Norfolk &amp  Suffolk 0 1 0 0 2 1 1 0 3 0 0</tr>,0,0,0.03,0.05,0.02,0,0,0,0.09,0.29,0.55,0.62,0.34
697,4,"        </tr><td rowspan=\\4\\""> North Wales Sentenced 61 58 83 79 49 53</tr> <em>of which</em>         """,0,0,0.02,0.03,0.01,0,0,0,0.06,0.32,0.5,0.62,0.34
794,6,"average waiting time for PIP appeals in each of the last four years in the Alyn and Deeside constituency is set out below.<td colspan=\2\\> <strong> </strong> <strong>The average time (weeks<strong>[1]</strong>)""",0,0,0.01,0.04,0.01,0,0,0,0.05,0.87,0.23,0.62,0.34
756,5,"</tr>      </tr></tbody></table>  <td colspan=\\5\\""> <strong>Deaths awaiting further information by prison 2015 England and Wales</strong></tr>          </tr>""",0,0,0.01,0.03,0.01,0,0,0,0.07,0.34,0.48,0.62,0.33
693,21,County Durham 12 NA NA NA</tr> Darlington 7 3 2 2</tr> East Sussex 21 22 23 25</tr> Brighton and Hove 18 30 13 18</tr> Hampshire 72 64 66 71</tr> Portsmouth,0,0,0.01,0.04,0.01,0,0,0,0.06,0.3,0.53,0.62,0.32
371,16,33 37 42 52 23 15 10 6</tr>   <strong>Suspended Sentence</strong> 82 61 57 86 92 73 90 82 24 10</tr>   <strong>Immediate Custody</strong> 120 124 136 145,0,0,0.01,0.05,0.01,0,0,0,0.09,0.33,0.49,0.62,0.32
281,2,Sites At 30 Sept 2014 Main CCs / Additional Sites</tr> Barnsley 19 / 0 19 / 0</tr> Doncaster 21 / 0 20 / 1</tr> Rotherham 22 / 0 22 /,0,0,0.01,0.03,0.01,0,0,0,0.02,0.32,0.45,0.62,0.32
92,1, Childminder agencies (CMAs) are <e4><f3><d6>one-stop-shop' organisations that help childminders with training business support advice and finding parents. They also provide a valuable service for parents who want to find,0,0,0.01,0.04,0.01,0,0,0,0.16,0.55,0.62,0.62,0.31
371,9,<strong>Suspended Sentence</strong> 387 267 242 319 393 290 313 312 110 63</tr>   <strong>Immediate Custody</strong> 2325 2014 2047 2284 2281 2341 2126 1787 1506 1405</tr>   <strong>Other Disposal</strong>,0,0,0.01,0.05,0,0,0,0,0.07,0.35,0.47,0.62,0.31
10,8,Midlands &amp  Humber 28 7 35</tr> Lancashire &amp  West Yorkshire 15 3 18</tr> North 6 3 9</tr> North East London &amp  East 15 2 17</tr> North West,0,0,0.02,0.04,0.02,0,0,0,0.09,0.29,0.56,0.62,0.3
756,6,<strong>Prison</strong> <strong>Number of deaths</strong>      </tr> Altcourse 1      </tr> Brixton 1      </tr> Dartmoor 1  ,0,0,0.01,0.03,0.02,0,0,0,0.05,0.35,0.46,0.62,0.3
412,5,4377 4329</tr> <strong>NPS Midlands</strong> 4357 4747 5251 5275</tr> <strong>NPS North East</strong> 4484 4956 5234 5313</tr> <strong>NPS North West</strong> 4145 4790 5067 5261</tr> <strong>NPS South East and Eastern</strong> 3041 3237 3951,0,0,0,0.05,0.01,0,0,0,0.07,0.33,0.52,0.62,0.29
47,16,4 1 4 4</tr> West Yorkshire 0 1 2 1 0 0 1 2 0 1 0</tr> Cheshire &amp  Greater Manchester 0 0 1 5 2 3 2 2,0,0,0.01,0.08,0.02,0,0,0,0.04,0.29,0.53,0.62,0.26
47,29,18 17 11 22 22 34 24</tr> West Yorkshire 0 0 6 15 10 6 7 7 9 7 9</tr> Cheshire &amp  Greater Manchester 1 7 26 26 44,0,0,0.01,0.08,0.02,0,0,0,0.04,0.29,0.53,0.62,0.26
624,13,"recorded differently.<td colspan=\\2\\""> <strong> </strong> <strong>Incidents of mobile phones finds in prisons England and Wales 2016</strong>  </tr>      </tr><td rowspan=\\""2\\""> <strong>Number of mobile phones</strong><td rowspan=\\""2\\"">""",0,0,0.01,0.04,0,0,0,0,0.03,0.42,0.39,0.62,0.26
285,6,Persons (of a CRC) From Custody</strong></tr>   <em>Quarter </em></tr>   Jan-Mar 2016 Apr-Jun 2016 Jul-Sep 2016 Oct-Dec 2016 Jan-Mar 2017 Apr-Jun 2017</tr> <em>Releases</em> 1143 1055 1050 972 1092,0,0,0.01,0.04,0,0,0,0,0.03,0.33,0.44,0.62,0.25
895,2,2016-17 are as follows: <strong>Area</strong> <strong>2015-16 schools block unit of funding</strong> <strong>2016-17 schools block unit of funding</strong></tr> Barnsley LA <a3>4460 <a3>4474</tr> Sheffield LA <a3>4422 <a3>4449</tr> Rotherham LA <a3>4837 <a3>4837</tr> Doncaster,0,0,0.01,0.04,0,0,0,0,0.02,0.34,0.48,0.62,0.24
163,10,Children <a3>200 <a3>250 <a3>300 <a3>300 <a3>300 <a3>300</tr> Looked After Children <a3>488 <a3>623 <a3>900 <a3>1900* <a3>1900* <a3>1900*</tr></tbody></table> *Also includes children adopted from care. More information on Pupil Premium can be found,0,0,0,0.03,0,0,0,0,0.01,0.32,0.47,0.62,0.22
669,1, The most recent results of the Childcare and Early Years Providers Survey suggest that in England in 2013 around 591200 school-aged children under eight attended before school care in,0,0,0.01,0.04,0.12,0,0,0,0.18,0.41,0.16,0.62,0.22
566,5,and support prisoners at risk. ,0.08,0.01,0.14,0.03,0.39,0,0,0,0.48,0.29,0.49,0.62,0.21
462,1, The Department does not collect information on the number of children at any stage of school whose parents are suffering from mental illness.,0,0,0.07,0.02,0.47,0,0,0,0.62,0.23,0.38,0.62,0.21
495,2,has a positive influence on children's confidence their capacity to learn and contributes to a sense of well-being and self-worth. The foundations for human development <e4><f3><f1> physical intellectual and emotional,0,0,0,0.2,0,0,0,0,0.51,0.46,0.46,0.62,0.19
915,10,"approaches to mental health and wellbeing: <a href=\\https://www.gov.uk/government/publications/counselling-in-schools\\"" target=\\""_blank\\"">https://www.gov.uk/government/publications/counselling-in-schools</a>           To help teachers understand mental health- we are contributing <a3>1.5 million""",0,0,0.05,0.36,0.05,0,0,0,0.05,0.35,0.43,0.62,0.17
285,11,"at release in London CRC is too low to be reliable London CRC has been excluded from this dataset.</tr><td colspan=\\7\\""> Releases at Licence Expiry (without post-sentence supervision) releases following a""",0,0,0.01,0.02,0.05,0,0,0,0.1,0.56,0.05,0.62,0.12
108,1, Contingency plans have been prepared in case alternative arrangements are needed.,0.03,0.01,0.06,0.03,0.16,0,0,0,0.71,0.37,0.59,0.62,0.07
782,1, The table below provides the number of SFO reviews commenced in respect of offences allegedly committed by offenders who at the time were being supervised by the National Probation,0,0.01,0.03,0.04,0.02,0,0,0,0.86,0.95,0.93,0.61,0.97
851,5,  To reduce the normal pension age under the Civil Service Pension would require a change under legislation and a significant increase to contributions made by the employee into,0,0,0.02,0.03,0.08,0,0,0,0.46,0.57,0.72,0.61,0.94
855,3,consider the services provided to female offenders by Community Rehabilitation Companies and the National Probation System.,0.02,0.03,0.01,0.07,0.08,0.51,0,0,0.67,0.63,0.88,0.61,0.93
420,2,by 31 March 2017.   The budget of HM Prison Huntercombe does not presently include provision for prisoner education as this is made through the central Offender Learning &amp,0.02,0,0.01,0.02,0.11,0,0,0,0.59,0.98,0.71,0.61,0.93
365,8,met in full by the private contractors operating the prisons at nil cost to the public purse and as such these costs are not included in the financial cost totals.</li><li>Prisons,0.01,0,0.02,0.02,0.03,0,0,0,0.3,0.77,0.78,0.61,0.88
962,8,an asset funded by Sure Start capital grants is 25 years from designation of the building. If the grant was used to purchase capital items or re-furbish an existing asset,0,0,0.01,0.04,0.02,0,0,0,0.62,0.46,0.76,0.61,0.88
80,1, At the last Spending Review the Chancellor announced that the Government would meet its manifesto commitment to protect the core schools budget throughout this Parliament. We have also protected,0,0.01,0.01,0.09,0.05,0,0,0,0.41,0.94,0.33,0.61,0.88
737,4,Information on deprivation pupil premium by primary and secondary year groups was first published in 2013/14. Total funding allocations were published for earlier years. The most useful data are provided,0,0,0.02,0.06,0.02,0.26,0,0,0.47,0.71,0.64,0.61,0.87
585,1, The Government is committed to the principle that people injured through the negligence of others should receive full and fair compensation. On 7 September the Ministry of Justice published,0.01,0,0.01,0.02,0.15,0,0,0,0.88,0.89,0.61,0.61,0.86
890,1, We expect the majority of the savings to come from departmental underspends in demand-led budgets.       No savings will be made from protected schools,0,0,0.01,0.03,0.07,0,0,0,0.3,0.9,0.51,0.61,0.83
520,1, The Electoral Commission has responsibility for providing guidance to Electoral Registration Officers on the conduct of this aspect of electoral registration  the current guidance may be found on,0.01,0,0.03,0.03,0.07,0,0,0,0.71,0.59,0.57,0.61,0.82
838,1, This is a matter for schools to decide. We have recently commissioned an extensive survey which will provide nationally representative estimates of what provision schools and colleges offer for,0.01,0,0.02,0.03,0.05,0,0,0,0.61,0.88,0.5,0.61,0.82
970,3,qualified members. All tribunal members in the Social Security and Child Support jurisdiction (with the exception of financially qualified Tribunal members) are trained to hear PIP appeals. The table below,0.01,0,0.02,0.03,0.04,0,0,0,0.73,0.86,0.91,0.61,0.81
144,2,the recommendations identified by Lord Farmer to strengthen family ties to help offenders turn their lives around and protect public safety. <br>Work has already commenced on developing a strategy which,0,0,0.02,0.04,0.09,0,0,0,0.56,0.85,0.63,0.61,0.8
130,2,"A Strategy for Reform' consultation document which can be found at: <a href=\https://consult.justice.gov.uk/digital-communications/transforming-rehabilitation/results/transforming-rehabilitation-response.pdf\\ target=\\""_blank\\"">https://consult.justice.gov.uk/digital-communications/transforming-rehabilitation/results/transforming-rehabilitation-response.pdf</a>.   Data on the number of offenders managed by the NPS and CRCs is published""",0.01,0,0.12,0.09,0.03,0.27,0,0,0.51,0.71,0.51,0.61,0.8
851,8,all of the Unions representing staff in the prisons and probation services and is committed to continued constructive dialogue on all matters including pensions and remuneration.,0.01,0.01,0.01,0.02,0.12,0,0.51,0,0.93,0.83,0.92,0.61,0.79
753,3,total of 35 arrests and 11 convictions of criminals involved in drone activity <e4><f3><f1> resulting in those convicted are sentenced to a total of more than 40 years in jail.,0.02,0,0.02,0.02,0.04,0,0.15,0,0.55,0.81,0.6,0.61,0.79
405,7,resource profile in Sodexo's bid to operate the prison this includes 20 additional Prison Custody Officers. Sodexo work with the police and prior to the programme purchased a Body Scanner,0,0.01,0.03,0.02,0.06,0,0,0,0.47,0.75,0.59,0.61,0.77
476,1, The Department for Education does not issue guidance to local authorities on the employment of educational psychologists. Educational psychologists have a duty to provide psychological advice into the new,0,0,0.02,0.1,0.04,0,0,0,0.59,0.48,0.57,0.61,0.77
772,5,"year 2015-16 and we expect to publish the 2016-17 data on 26 October 2017.\"",0.01,0.01,0.03,0.11,0.08,0,0,0,0.05,0.46,0.16,0.35,0.79773,1, The spending review announced our commitment to making school funding fairer by introducing a National Funding Formula for schools. Implementing such a large scale reform of the distribution of""",0,0,0.03,0.1,0.01,0,0,0,0.48,0.63,0.44,0.61,0.75
18,1, A total of <a3>37.15m was paid to CRCs above their agreed contracts in 2016/17. These payments were made for a variety of reasons and cannot be broken down by,0,0,0.01,0.04,0.02,0,0,0,0.35,0.69,0.62,0.61,0.71
456,7,funding who were included in the return submitted by the LA to DfE will not be included in the figures. 4. Only includes pupils who are resident in England. 5.,0,0,0.01,0.04,0.04,0,0,0,0.83,0.86,0.34,0.61,0.69
295,1, NOMS is committed to providing safe decent and secure places of work and takes the health safety and wellbeing of its employees extremely seriously. The Ministry of Justice is,0,0,0,0.07,0.01,0,0,0,0.88,0.84,0.78,0.61,0.66
87,1, Cabinet Office contracted Engine Partners LLP for the purposes of providing communications support work in relation to the Scottish independence referendum. The documents requested will be ready for publication,0,0,0.02,0.06,0.01,0,0,0,0.65,0.76,0.8,0.61,0.64
190,1, HMP Hull will contact the Amy Johnson Arts Trust as part of the work that is underway to secure a permanent location for the full-scale replica of Amy Johnson's,0,0,0.01,0.06,0.02,0,0,0,0.53,0.45,0.62,0.61,0.58
250,6,prison officers across the prison estate.,0.13,0.37,0.12,0.01,0.44,0,0,0,0.33,0.28,0.58,0.61,0.58
788,3,can be obtained only at disproportionate costs.,0.06,0.02,0.04,0.06,0.07,0,0,0,0.4,0.49,0.16,0.61,0.58
866,3,crime and prevent future victims.,0.09,0.17,0.1,0.03,0.45,0,0,0,0.45,0.28,0.56,0.61,0.54
893,3,of this funding which reaches front line childcare providers and will consult on proposals for achieving this as part of our consultation on early years funding reform later this year.,0,0,0.01,0.05,0.03,0,0,0,0.4,0.78,0.53,0.61,0.5
75,3,and prevent future victims.,0.06,0.09,0.17,0.05,0.53,0,0,0,0.35,0.28,0.55,0.61,0.49
783,4,4 15 35 35 46 50</tr> Paid by the LA [2] 283 270 244 245 232 229</tr> Total 287 285 279 280 278 279</tr></tbody></table>      ,0,0,0.01,0.03,0.01,0.01,0,0,0.09,0.31,0.54,0.61,0.49
152,3,Agency on behalf of the Education Funding Agency.,0.04,0.03,0.05,0.1,0.09,0.25,0,0,0.48,0.28,0.58,0.61,0.48
952,33,3 8 56</tr> High Down 5   2 2 6 7 6 8 5 3   3 47</tr> Highpoint 1   2 3 3 1 4 3,0,0,0.03,0.04,0.02,0,0,0,0.08,0.31,0.53,0.61,0.48
854,3,of any kind in relation to the Ministry of Justice estate is deemed commercially sensitive and therefore would not be released.,0.01,0,0.02,0.06,0.05,0,0,0,0.99,0.68,0.81,0.61,0.47
794,10,(Social Security and Child Support) appeals for Alyn and Deeside constituents are heard in the Chester venue. 5 There were fewer than five PIP appeals disposed of at the Chester,0.01,0,0.02,0.03,0.04,0,0,0,0.6,0.53,0.85,0.61,0.46
952,14,2       1         13</tr> Channings Wood   2     1 2  ,0,0,0.03,0.04,0.02,0,0,0,0.19,0.31,0.56,0.61,0.46
952,16,2   1 1   2   1 11</tr> Cookham Wood 3   1 1 2   1   1 1   ,0,0,0.03,0.04,0.02,0,0,0,0.19,0.31,0.56,0.61,0.46
97,2,the National Assembly for Wales.,0.04,0.14,0.08,0.12,0.25,0,0,0,0.13,0.29,0.54,0.61,0.46
250,3,<strong>Haverigg</strong></tr> 31/03/2011 134</tr> 31/03/2012 131</tr> 31/03/2013 113</tr> 31/03/2014 103</tr> 31/03/2015 111</tr> 31/03/2016 130</tr></tbody></table>       Safe prisons are fundamental to the proper functioning of our justice,0,0,0,0.03,0,0,0,0,0.09,0.34,0.49,0.61,0.46
670,20,</strong></tr> Hostage   1            </tr> Nat Strike/ Pot IA         1,0,0,0.06,0.03,0.01,0,0,0,0.1,0.31,0.53,0.61,0.45
237,17,508 402 386 .. 416  </tr> Liverpool 1459 1434 1344 1316 .. 1673  </tr> Long Lartin 0 0 1 0 .. 0  </tr> Low Newton 243 274,0,0,0.02,0.03,0.04,0,0,0,0.05,0.31,0.53,0.61,0.45
47,24, </tr>                        </tr> Community Rehabilitation Companies 5,0,0,0.01,0.04,0.03,0,0,0,0.11,0.3,0.52,0.61,0.45
709,6,<strong>Recall Period</strong> <strong>Apr 2016 to </strong> <strong>Mar 2017</strong></tr> Further Charge 2795</tr> Non-compliance 2951</tr> Failed to keep in touch 4524</tr> Failed to reside 1487</tr> Drugs/alcohol 442</tr> Other 744</tr></tbody></table>   The,0,0,0.01,0.03,0.01,0,0,0,0.03,0.39,0.43,0.61,0.45
295,3,and retaining staff that will build a strong and capable organisation. All NOMS staff have access to an occupational health service and employee assistance programme. This includes 24 hour 365,0,0,0,0.05,0.02,0,0,0,0.57,0.54,0.76,0.61,0.44
163,9,shown in following table in cash terms: Pupil Premium per pupil (<a3>) 2011-12 2012-13 2013-14 2014-15 2015-16 2016-17</tr> Free School Meal Pupil Secondary <a3>488 <a3>623 <a3>900 <a3>935 <a3>935 <a3>935</tr> Service,0,0,0.01,0.03,0,0,0,0,0,0.36,0.49,0.61,0.44
697,3,             </tr> Police force Outcome 2010 2011 2012 2013 2014 2015</tr>       ,0,0,0.09,0.03,0.02,0,0,0,0.17,0.29,0.53,0.61,0.43
710,26,National Computer        </tr>                  </tr> <strong>Notes:</strong> ,0,0,0.02,0.05,0.01,0,0,0,0.06,0.32,0.51,0.61,0.43
785,2,"requirement was attached to the order.     Community order Suspended sentence order</tr> Year<td colspan=\2\\> <em>Percentage</em></tr> <strong>2010</strong> 0.6 0.5</tr> <strong>2011</strong> 0.5 0.5</tr> <strong>2012</strong> 0.5 0.4</tr> <strong>2013</strong> 0.6 0.5</tr>""",0,0,0,0.03,0,0,0,0,0.09,0.31,0.5,0.61,0.43
632,3,"2013 656 <e4><f3>_</tr> 2014 611 604</tr> 2015 576 567</tr> 2016 534 550</tr> 2017 505 551</tr><td colspan=\\9\\""> (1) Figures on full time equivalent staff in post are as at 31 March""",0,0,0.01,0.03,0.01,0,0,0,0.07,0.35,0.49,0.61,0.43
952,25,    1   1</tr> Forest Bank 5 4 3 3 3 1 4 2 1 4 4 2 36</tr> Foston Hall     1,0,0,0.05,0.04,0.01,0,0,0,0.04,0.31,0.54,0.61,0.42
